FileName,AwardTitle,AGENCY,AwardEffectiveDate,AwardExpirationDate,AwardAmount,AbstractNarration
2001352.xml,P2C2: Collaborative Research: Timing of the Glacial Termination in Southernmost South America,NSF,2020-09-01,2025-08-31,560046,"Climate change is one of the most pressing societal issues of our time, with implications for human health and welfare, the economy, and national security. Improved projections of future climate rely on more detailed understanding of the mechanisms driving Earth’s climate system, which can often be illuminated from the perspective of geological records of past climates. The research funded by this award will examine the largest global warming event in the recent geological past: the transition from the last ice age to the present interglacial world. First, a climate record will be produced by documenting the age and location of landforms left by rapidly retreating glaciers at the end of the last ice age. These records will then be used, along with computer models, to test hypotheses about different components of the climate system that are thought to play important roles in rapid warming of Earth. Such information will improve understanding of how Earth’s climate system operates and inform models used for climate prediction. This detailed understanding of Earth's climate system may help policy makers to articulate climate policies that will provide multiple societal benefits. The researchers will also educate young scientists in STEM fields, thereby increasing the STEM workforce, which is in the national interest. This award will also will support the education of a science journalism student, who will be trained to communicate the science results to the public, providing long-term benefits of public awareness and understanding of global change science.<br/><br/>Despite significant progress, the origin of ice-age terminations remains unresolved. At the core of this issue is the precise inter- and intra-hemispheric timing of the end of the ice age, because such information yields clues as to the mechanisms that underlie the termination. The research team will test the hypothesis that the temperature rise of the last termination in southern latitudes was earlier and faster than previously recognized, so fast that it may require a major overhaul of existing hypotheses. The research project will use detailed radiocarbon and exposure dating of glacial landforms, along with glaciological modeling, to document the timing and magnitude of the termination of the Cordillera Darwin icefield, in southernmost South America. These data will be integrated with existing paleoclimate records at lower latitudes with the GFDL Earth System Model 2M to assess the feasibility of various forcing factors for the termination, such as an ocean bipolar seesaw, shifting of the southern hemisphere westerlies, and atmospheric carbon dioxide concentrations. This work will strengthen collaborations between US and Chilean institutions and afford mentoring and education opportunities for students. The research team will embed a science journalism graduate student in the field party, who will produce articles in a variety of media formats.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2000214.xml,Annual Spring Institute on Non-Commutative Geometry and Operator Algebra 2020,NSF,2020-04-01,2023-08-31,45000,"This award provides funding to help defray the expenses of participants in the Annual Spring Institute in Noncommutative Geometry and Operator Algebras (NCGOA) to be held at Vanderbilt University in Nashville, Tennessee from May 1 to 7, 2020. The topic for this workshop is Connes’ embedding problem and quantum information theory.&lt;br/&gt;&lt;br/&gt;Over the last 40 years Connes' embedding problem has emerged as one of the most important problems in operator algebras. It has found equivalent versions (many of them quite unexpected) in almost all specializations within operator algebras. One notable equivalent formulations is Tsirelson’s Problem from quantum information theory. The conference will feature several mini-courses and research talks on these topics. This institute is especially timely as a solution to Connes' embedding problem has recently been announced (with a proof using techniques from quantum information theory), and the institute will provide a venue for the mathematical community to learn about, and help form a consensus as to the validity of, the announced proof.  The proposed speakers are world leaders of their fields, and it is expected that the conference will germinate new international based interactions between operator algebras and quantum information theory.&lt;br/&gt;&lt;br/&gt;Additional information about the institute can be found on the website https://my.vanderbilt.edu/ncgoa20/&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001903.xml,Collaborative Research: Cirrus Cloud Formation and Microphysical Properties from In-situ Observed Characteristics to Global Climate Impacts,NSF,2019-09-01,2022-07-31,360733,"This study will investigate the determinant factors behind cirrus cloud formation and evolution based on in-situ observations at various geographical locations. In addition, the global radiative forcing of observation-constrained aerosol impacts on cirrus microphysical properties will be quantified by using a climate model. The project will focus on three critical scientific issues: (1) Hemispheric differences in cirrus cloud macroscopic and microphysical properties under similar dynamical conditions; (2) Multi-scale dynamical forcings driving ice nucleation and their impacts on cirrus simulations in a climate model; and (3) Impacts of anthropogenic aerosol emissions on cirrus microphysical properties and the subsequent influences on global radiation.<br/><br/>To address these scientific issues, The research team will: (1) extract cirrus cloud samples from a composite in-situ dataset covering various geographical locations, and compare the formation and evolution of cirrus clouds between two hemispheres; (2) examine the micro- to mesoscale (~0.1-10 km) variabilities of water vapor and temperature, and improve the NCAR Community Atmosphere Model version 5 (CAM5) by including these observed variabilities; (3) compare the in-situ measured cirrus microphysical properties between polluted and pristine regions, and use CAM5 to quantify the consequent perturbations on global radiation balance.<br/><br/>Intellectual Merit:<br/>Cirrus clouds are one of the main modulators of Earth's climate system. However, due to their large spatial heterogeneity and temporal variability, cirrus clouds remain one of the poorly-represented components in current general circulation models (GCMs). This project will improve our understanding of cirrus microphysical properties in relation to dynamical conditions and aerosol backgrounds, by analyzing in-situ aircraft data obtained from both the Northern and Southern Hemispheres, polluted and pristine regions. Furthermore, the research team will use the observed characteristics to evaluate the simulations of relative humidity and cirrus clouds in CAM5 in terms of their occurrence, spatial coverage and microphysical properties. In addition, a ""best-observation-matched"" ice microphysics configuration will be implemented into CAM5.  Overall, using micro- to mesoscale observations of cirrus formation and evolution, the research will improve cirrus cloud simulations in CAM5 and provide a new estimation on cirrus clouds' adjustments due to anthropogenic aerosol emissions (i.e., aerosol indirect forcing through perturbations of cirrus microphysical properties).<br/><br/>Broader Impacts:<br/>Both the observational dataset and the new model parameterization will be released to the community, including a synthesized in-situ observation dataset (a total of 8 campaigns from NSF, NASA and European Union), and a sub-grid scale parameterization of relative humidity variability for GCMs. The improved estimation of anthropogenic aerosol impact on cirrus cloud radiative forcing can contribute to uncertainty reduction in the next IPCC report. The project will greatly benefit teaching and mentoring of undergraduate and graduate students at University of Wyoming and San Jose State University. The project will also recruit and train undergraduate students for presenting their research at the local K-12 schools via San Jose State University's undergraduate Ambassador Program."
2002354.xml,RUI: The molecular basis of a genetically accommodated larval color polyphenism,NSF,2020-12-01,2024-11-30,261542,"Phenotypic plasticity refers to the ability of an organism to generate distinct morphological, behavioral or metabolic changes in response to environmental changes. Laboratory and theoretical research has shown that phenotypic plasticity may play an important role in shaping the evolutionary trajectory of species, although the underlying mechanism remains poorly understood. This project will lead to a better understanding of the molecular and physiological basis of phenotypic plasticity by comparing two strains of caterpillars that differ in their response to temperature: one strain remains black at all temperatures and another turns green at higher temperatures. Black caterpillars have lower levels of juvenile hormone than green caterpillars, and the project will elucidate the regulation of this important hormone that controls insect growth and development. Determining the molecular and physiological basis of phenotypic plasticity has important implications for our understanding of environmentally-induced diseases, generation of novel traits, and species conservation. Much of the proposed study will involve female undergraduate researchers from Wellesley College who will be exposed to research in integrative biology. These students will be encouraged to present at national meetings and publish their contribution in peer-reviewed journals. The award will support inquiry-based learning in the classroom, and will also expose undergraduate and high school students from underrepresented groups to scientific research.<br/><br/>The specific goal of the proposed study is to determine the genetic mechanism underlying the evolution of an artificially selected polyphenism. In this study, the transcriptomes of the neuroendocrine complex in a monophenic strain of the tobacco hornworm, Manduca sexta, and the polyphenic strain will be compared, as these strains differ in the temperature sensitivity of juvenile hormone production. Once candidate temperature-sensitive genes are identified, the flour beetle Tribolium castaneum and RNA interference techniques will be used to functionally characterize these genes. The project will uncover the genetic basis of genetic accommodation and identify the molecular nature of hidden genetic variation, which remains poorly understood. It will lead to a mechanistic understanding of genotype-phenotype-environment interactions and advance understanding of molecular and physiological control of juvenile hormone production. Determining the molecular nature of genetic accommodation and phenotypic plasticity has implications for our understanding of evolution. The findings may also help identify novel regulators of juvenile hormone that could serve as potential targets for pest management. By involving high school and college students in the research and integrating teaching with research, the project also contributes to training the next generation of scientists.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2002628.xml,Collaborative Research: Conformational Equilibria of Biologically Important Saccharides and Related Biomolecules,NSF,2020-08-15,2023-07-31,72000,"With this award, the Chemistry of Life Processes Program in the Chemistry Division is funding Dr. Anthony Serianni from the University of Notre Dame and Dr. Robert Woods from the University of Georgia to investigate the three-dimensional properties of sugar molecules, or saccharides, in solution. Saccharides embedded in cell surfaces play critical roles in biology.  In humans, they are attached to soluble and membrane associated proteins and lipids, and their biological roles include cell-to-cell and immune recognition. While it is well known that the structural properties of saccharides correlate with their biological functions, it remains difficult to assign these structural details in solution by experimental methods. This difficulty has led to a heavy reliance on theoretical methods to assign structures even though these methods have been difficult to validate experimentally. This project aims to solve this problem by developing and applying a new experimental technique to determine populations of flexible domains in saccharides in solution, including the linkages connecting them together in polymers and linkages that attach them to other biomolecules. The experiment-derived information obtained can be compared to what is obtained from theory to test and/or validate the latter. Senior researchers, graduate students and undergraduates with interests and expertise in experimental and computational science collaborate to achieve the objectives of the project. This work provides valuable new tools to determine molecular structure that can be generally applied to any biomolecule in solution, including proteins and nucleic acids.<br/><br/>This research project uses stable isotopically labeled oligosaccharides and glycopeptides, nuclear magnetic resonance (NMR) spin-couplings, density functional theory calculations, circular statistics and X-ray crystallography to determine conformational populations of the flexible domains of oligosaccharides in solution. This experimental approach is possible because saccharides contain multiple NMR spin-couplings that report on the same conformational domain, allowing quantitative treatments that yield continuous single- and multi-state populational models. Once a given domain is parameterized (e.g., O- or N-glycosidic linkage), its conformational properties can be investigated in different structural contexts to determine the degree to which it adapts conformationally to environmental cues. Experimental models are compared to those obtained from molecular dynamics simulations to validate the latter. This work leads to new experiment-based conformational classifications of O-glycosidic linkages in oligosaccharides, and to a deeper understanding of the multiple factors that influence oligosaccharide conformation in solution.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001207.xml,CAREER: Understanding the Thermal and Optical Behaviors of the Near Infrared (NIR)-Selective Dynamic Glazing Structures,NSF,2019-10-01,2024-12-31,555000,"The objective of this Faculty Early Career Development (CAREER) Program award is to understand the thermal and optical behaviors of windows consisting of multi-layer functions and near infrared (NIR)-selective effects. An ideal window should seasonally respond to the solar heat, while transmitting the visible light. However, current window technologies are challenged to modulate solar heat independent of visible light. Recent advances in nanomaterials have demonstrated the ability to independently manipulate NIR light. This project will integrate the nanoscale physical relations and effects of nanomaterials on the thermal and optical behaviors of multi-layer glazing structures. The societal impacts of the project will constitute a new class of building windows that can greatly reduce the total building energy consumption in the nation. The educational impacts will include courses concentrating on building windows and envelopes, which bridge the knowledge and ignite collaborative interest between the architecture and engineering communities for cultivating future professionals in the sustainable building industry. Furthermore, experimental modules will be created to teach high school students to build their own sensors for window measurements and to raise community and public awareness of energy-efficient window technology.<br/><br/>To achieve the objective, the research approach includes: (1) decomposing global solar irradiance into its spectral band components to achieve a time-dependent NIR model; (2) deriving and experimentally validating the fundamental thermal and optical behaviors of NIR-selective glazing structures; and (3) integrating the thermo-optical model and NIR model for the evaluation and optimization of dynamic NIR-selective glazing structures. This research will form the foundation to understand the combined effects of nanoscale phenomenon (i.e., photoexcitation) and micro-to-macroscale glazing structure properties (i.e., glazing properties, spectral emissivity, central-layer insulating abilities, layer placements). Such knowledge will significantly improve our ability to incorporate NIR-selective materials into building windows. New analytical models that take the nanoscale NIR absorption and scattering features into account will be developed and experimentally validated. By coupling the developed solar spectral decomposition model and computational method to quantify glazing performance, this research will provide an understanding of the salient characteristics and patterns of the optimal time-dependent thermo-optical properties of NIR-selective glazing structures to achieve a minimum level of energy use.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2002683.xml,SBIR Phase I:  Automated microfluidic reaction monitoring via miniaturized NMR spectroscopy,NSF,2020-05-15,2021-04-30,225000,"The broader/commercial impact of this Small Business Innovation Research Phase I project is to develop a commercially-viable miniaturized nuclear magnetic resonance (NMR) spectrometer for automated small molecule monitoring and analysis. The project aims to address major obstacles preventing widespread adoption of NMR spectroscopy. The proposed innovation is a miniaturized, cost-effective, and user-friendly NMR system, thus addressing major obstacles preventing widespread adoption of this powerful analytical method. It will be suitable for placement in industrial manufacturing environments to provide chemometric insights on complex solutions, resulting in reduced manufacturing costs for a wide range of high-value biochemical products. The proposed innovation constitutes a platform technology with a broad range of applications.&lt;br/&gt;&lt;br/&gt;The proposed SBIR Phase I project will be to advance the development of NMR spectroscopy. The proposed point-of-need, microfluidic, push-button NMR spectrometer presents technical challenges in the areas of hardware miniaturization for mass production, automated turnkey design, multidimensional pulse sequence design, and assisted post-processing annotation. The proposed project will explore the trade space defined by low instrument sensitivity, as a compromise due to permanent magnets with limited magnetic field strengths.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2000500.xml,American Political Science Association Dissertation Improvement Grants,NSF,2020-03-01,2025-02-28,1410000,"The APSA Dissertation Improvement Grant promotes the progress of science by identifying and supporting doctoral dissertation research projects that have the potential to advance knowledge of citizenship, government, and politics, knowledge that will advance the national health, prosperity, and welfare.  It expands on the success of the current NSF program by drawing on APSA’s networks and programming to promote diversity and representation throughout the recruitment, selection, and support of awardees. Each year the program will provide research support for up to twenty research projects, as well as professional development and public engagement resources, to amplify the effect of the award on the awardee’s career and on the impact of their work.  Along with its direct effects on the potential for supported research to advance knowledge, this project will also support increased participation of women and underrepresented minorities in political science research by recruiting diverse applicant and reviewer pools to support doctoral students from diverse groups and institutions. In addition, the project will support increased public engagement with political science through ongoing attention to training and support for public engagement to strengthen and enhance the exchange between the public and political scientists.&lt;br/&gt;&lt;br/&gt;The APSA Dissertation Improvement Grant project will support doctoral dissertation research in political science to enhance and improve the conduct of doctoral dissertation projects. The program will be executed by APSA staff and supervised by the APSA Executive Director.  The APSA Dissertation Improvement Grant program will award up to twenty grants yearly of between $10,000 and $15,000 to support doctoral dissertation research that advances knowledge and understanding of citizenship, government, and politics. Awards will support basic research (applied research will not be funded) which is theoretically derived and empirically oriented. Successful proposals will focus on research costs not normally covered by the student’s university and will be evaluated based on their intellectual merit and broader impact. The program will also connect awardees to APSA’s extensive professional development and public engagement networks and resources, to amplify the effect of the award on the awardee’s career and on the impact of their work. This project will advance knowledge through support of highly promising doctoral dissertation research in political science. Importantly, it will maximize impact through diversifying the applicant pool, thus identifying and supporting dissertation research that will explore solutions to a wide range of institutional, political, and social challenges. Through recruiting diverse applicant and reviewer pools to support doctoral students from diverse groups and institutions, this program will also have a broader benefit to society by supporting increased participation of women and underrepresented minorities in political science research and the development of a diverse, globally competitive political science workforce.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2003360.xml,"Tropical Cyclone Operations and Research Forum/Interdepartmental Hurricane Conference; Lakeland, Florida; February 25-26, 2020",NSF,2019-12-01,2020-11-30,10000,"The 2020 Tropical Cyclone Operations and Research Forum (TCORF), the 74th Interdepartmental Hurricane Conference (IHC) will be held on February 25 -26, 2020 at the Aircraft Operations Center - Lakeland, Florida. Topics will include research addressing operational imperatives, challenges in observing and forecasting during the 2019 hurricane season, Joint Hurricane Testbed activities, and the Hurricane Forecast Improvement Program. A meeting of the Working Group for Hurricane and Winter Storms Operation and Research, which supports the annual update of the National Hurricane Operations Plan, will be a part of the forum. The forum is sponsored by the National Science Foundation, NOAA National Weather Service, and the Office of Naval Research&lt;br/&gt;&lt;br/&gt;Intellectual Merit:&lt;br/&gt;At the TCORF/74th IHC, representatives from Federal agencies and the academic research community will have the opportunity to discuss the latest research into tropical cyclone observing, forecasting, and warning such as:&lt;br/&gt;1. 2019 hurricane/typhoon season challenges and the opportunities for research that they offer.&lt;br/&gt;2. Research priorities of the operational centers&lt;br/&gt;3. Observations and observing strategies&lt;br/&gt;4. Tropical cyclone model development&lt;br/&gt;5. Transitioning research to operations&lt;br/&gt;6. Advances in tropical cyclone forecast and warning products and services.&lt;br/&gt;&lt;br/&gt;Broader Impacts:&lt;br/&gt;The workshop is important to the United States because it brings the academic research community together with Federal agencies, to prepare for the upcoming hurricane season and make improvements to the US's hurricane forecasting and warning program.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001125.xml,Interaction of a Shock wave with a Homogeneous Field of Acoustic Waves: Theory and Simulation,NSF,2019-09-23,2022-08-31,160254,"A shock wave occurs when a wave moves faster than the speed of sound in a fluid.  The interaction of a shock wave with compressible turbulence is relevant to a wide range of engineering applications including aeronautics (supersonic flight and propulsion), energy (fusion), medicine (shock wave lithotripsy), and space physics (star formation and supernovae explosions).  Understanding the physics of the interaction between a shock wave and a homogeneous field of acoustic waves (shock/acoustics interaction) are of major theoretical and practical importance.  Given that the coexistence of shock waves with background acoustic noise is an almost unavoidable feature for any experiments conducted in supersonic wind tunnels, the study of shock/acoustics interaction is particularly important to the characterization of background acoustic disturbances in supersonic wind tunnels and to the extrapolation of measurement data obtained in noisy supersonic wind tunnels to free flight. The experiences and results gained from the research effort are being incorporated into education activities including classroom teaching, research training, and outreach activities via involvement in Missouri S&amp;T Student Diversity, Outreach and Women?s Programs in order to engage students to consider careers in STEM fields. &lt;br/&gt;&lt;br/&gt;In this research project, significant flow characteristics associated with a homogeneous field of acoustic waves passing through a nominally normal shock wave are quantified using direct numerical simulations and linear interaction analysis. The full-fledged nonlinear simulations and the linear analysis are enabled by a pre-cursor numerical database of boundary-layer acoustic radiation that provides incident acoustic fields with a high degree of physical realism and applicability. This study advances the state of the art knowledge of shock/acoustics interaction, including (1) the generic statistical and spectral features of the post-shock fluctuations and their dependence on flow parameters; (2) the distinctions between linear and nonlinear mechanisms; and (3) the transfer function associated with the total pressure and the contribution of individual Kovasznay modes to the post-shock total pressure. This research contributes to the fundamental understanding of the interaction of a shock wave with a field of turbulence by characterizing its behaviors in the pure dilatational limit and complements existing studies of shock/turbulence interaction with a vorticity-dominated incident turbulent field. The project also provides the basis for measuring tunnel freestream noise with intrusive probes in noisy supersonic wind tunnels and for elucidating the impact of facility noise on the experimental data obtained in such wind tunnels."
2001854.xml,PostDoctoral Research Fellowship,NSF,2020-07-01,2024-06-30,150000,"This award is made as part of the FY 2020 Mathematical Sciences Postdoctoral Research Fellowships Program. Each of the fellowships supports a research and training project at a host institution in the mathematical sciences, including applications to other disciplines, under the mentorship of a sponsoring scientist. The title of the project for this fellowship to Christopher Eur is "" Hodge theory for matroids of arbitrary Lie type."" The host institution for the fellowship is Stanford University, and the sponsoring scientist is June Huh.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2000539.xml,Enhancing Welding Technician Education through the Transition of the National Center for Welding Education to a Resource Center,NSF,2020-07-01,2025-06-30,1799256,"Welding and materials joining are basic requirements for most types of manufacturing. Welders and welding technicians are employed in diverse fields, including energy, mining, construction, agricultural equipment manufacturing, and ship and automotive manufacturing. The complexity of the welding field continues to advance and change. For example, to do their work, today's welding professionals need knowledge in chemistry, metallurgy, materials science, physics, mathematics, codes and standards, and inspection techniques.  A report from the Economic Modeling Specialists predicts a clear need for skilled welders, partly because of retirements in the existing workforce. The Welding Education and Training (Weld-Ed) Resource Center will address the changing welding industry and the need to disseminate current industry data to welding instructors and industry professionals.  It will also support welding programs with competency-based curricular materials, professional development activities for teachers and faculty, and the development of an accreditation program for two-year institution welding programs.<br/><br/>To complement and enhance its portfolio of services to improve welding technician education, the Weld-Ed Resource Center aims to achieve the following goals: continue to offer professional development workshops at ten regional partner sites; develop new instructional modules for instructors and an online Welding Simulation activity for high school students; develop a Resource Guide to Outreach Events that will provide guidelines and examples to assist partners in creating additional events; develop STEM lessons for faculty to deliver to students in grades 7 through 9; develop a welding technology application for smart devices; and encourage partners to develop activities that will increase the enrollment of underrepresented populations in all levels of welding technology and welding engineering programs. Examples of these activities include a collaboration with the Society of Women Engineers, providing technical assistance to welding instructors in the Job Corps program, and development of a new series of Students in Welding videos featuring diverse students preparing for welding careers.  This project is funded by the Advanced Technological Education program that focuses on the education of technicians for the advanced-technology fields that drive the nation's economy.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2002511.xml,Multi-Modal Data-Driven Platform for Multiplexed Cellular Antigen Classification using Nano-electronic Barcoded Particles for Whole Blood Applications,NSF,2020-02-01,2024-01-31,500000,"This project is to develop a platform that can classify human leukocytes, which play a critical role in the body’s defense against a plethora of diseases like sepsis, cancer, and other chronic and acute diseases. State-of-the-art healthcare facilities rely on bulky and costly instruments which require manual sample processing and highly trained technical staff to perform blood analysis. In this work, an artificial intelligence enabled data-driven biosensor platform will be developed for hematology analysis. It will be based on multi-modal sensing, integrated microfluidics, and the ability to perform automated sample processing from whole blood samples. Furthermore, the proposed sensing platform will be equipped with real-time measurement capability and machine learning models to train the sensors data and provide reconfigurability and resource optimization as required. The proposed dynamic reconfigurable data driven biosensor will advance biomedical research and will have great potential to benefit human health and welfare. This cross disciplinary project will train undergraduate and graduate students in areas of sensors, systems, and bionanotechnology. The project will enable the integration of research into educational efforts directed towards engineering students. The PIs outreach activities will include engaging K-12 students, the local health-care industry, and the general public through educational lectures and making them available online for broad dissemination of knowledge. <br/><br/>The proposal will enable the development of a next generation in-vitro diagnostic platform equipped with multi-model sensing and nano-barcoded particles to perform reconfigurable biomarker selection in whole blood samples. Human blood cells play a critical role in immune system activation in response to infections. The concentration of these immune cells in whole blood and their membrane receptor densities may change in different diseases and their respective pathogenesis. The heterogeneity of the cellular classification needs to be quantified to provide a personalized diagnostics and monitoring system for patients in a hospital setting. The biosensing platform will be integrated with multi-modal sensing including electrical and optical detectors which will allow to correct for inherent device-to-device variation to improve sensor performance. Immune cells conjugated with functionalized nano-barcoded particles will be quantified simultaneously with an impedance detector and smartphone image sensor. Further, the proposed biosensor will be equipped with real-time data analysis using machine learning to enable a reconfigurable system for resource optimization and biomarker selection. An integrated biochip will be used to perform reconfigurable multiplexing and quantify multiple inflammatory biomarkers from patient blood samples. The proposed sensor will enable multiplexed cellular antigen classification from a drop of whole blood with time to result (TOR) for less than 30 minutes. Sensors will be benchmarked with patient clinical samples. Furthermore, it is envisioned that the biosensor platform to be generic and reconfigurable with pre-functionalized cartridges that can be swapped out for different infectious diseases.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2003182.xml,MLWiNS: Resource Constrained Mobile Data Analytics Assisted by the Wireless Edge,NSF,2020-07-01,2024-06-30,300000,"Increasing amounts of data are being collected on mobile telephones and internet-of-things (IoT) devices. Users are interested in analyzing this data to extract actionable information, for example, identifying objects of interest from high-resolution mobile phone pictures. The state-of-the-art technique for such data analysis is via deep learning which makes use of sophisticated software algorithms modeled on the functioning of the human brain. Deep learning algorithms are, however, too complex to run on small, battery constrained mobile devices. The alternative, i.e., transmitting data to the mobile base station where the deep learning algorithm can be executed on a powerful server, consumes too much bandwidth. This project seeks to devise new methods to compress data before transmission, thus reducing bandwidth costs while still allowing for the data to be analyzed at the base station. Departing from existing data compression methods optimized for reproducing the original images, the project will use deep learning itself to compress the data in a fashion that only keeps the critical parts of data necessary for subsequent analysis. The resulting deep learning based compression algorithms will be simple enough to run on mobile devices while drastically reducing the amount of data that needs to be transmitted to mobile base stations for analysis, without significantly compromising the analysis performance. The proposed research will provide greater capability and functionality to mobile device users, enable extended battery lifetimes, and more efficient sharing of the wireless spectrum for analytics tasks. The project also envisions a multi-pronged effort aimed at outreach to communities of interest, educating and training the next generation of machine learning and wireless professionals at the K-12, undergraduate and graduate levels, and broadening participation of under-represented minority groups.<br/><br/>The project seeks to learn “analytics-aware” compression schemes from data by training low-complexity compressor deep neural networks (DNNs) that execute on mobile devices and achieve a range of transmission rate and analytics accuracy targets. As a first step, efficient DNN pruning techniques will be developed to minimize the DNN complexity, while maintaining the rate-accuracy efficiency for one or a collection of analytics tasks. Next, to efficiently adapt to varying wireless channel conditions, the project will seek to design adaptive DNN architectures that can operate at variable transmission rates and computational complexities. For instance, when the wireless channel quality drops, the proposed compression scheme will be able to quickly reduce transmission rate in response while ensuring the same analytics accuracy, but at the cost of greater computational power on the mobile device. Further, wireless channel allocation and scheduling policies that leverage the proposed adaptive DNN architectures will be developed to optimize the overall analytics accuracy at the server. The benefits of the proposed approach in terms of total battery life savings for the mobile device will be demonstrated using detailed simulation studies of various wireless protocols including those used for LTE (Long Term Evolution) and mmWave channels.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001316.xml,Digitization TCN: Collaborative Research: Documenting marine biodiversity through Digitization of Invertebrate collections (DigIn),NSF,2020-11-01,2024-10-31,34019,"For two centuries, America has amassed an unparalleled collection of specimens from exploring the world's oceans. They were pulled up with nets, scooped up from seabeds with grabs, and hand-collected by divers, all contributing to a library of biodiversity that captures the state of life in the ocean - year after year, decade after decade. The broadest evolutionary scope of those collections is in the marine invertebrates, animals without backbones - sea stars, corals, worms, jellyfish, crabs, and thousands of other animals. That library of preserved marine invertebrates is our essential guide to the diversity of ocean life across the globe. And because they encapsulate data from the moment they were picked up, these institutional collections also act as a time machine, letting us use the past to understand how our present will become the future. But there is a problem - vast numbers of these specimens are essentially invisible outside of a tiny community of museum specialists. The only record of these specimens' existence is on labels enclosed in the jars with the preserved animals or in paper logbooks on a shelf. These specimens will remain nearly undiscoverable on museum shelves until their core descriptive information is made digitally available. Therefore, this project will create public digital records for over 7.5 million specimens from our nation's legacy of marine exploration, thereby making the immense investment in the specimens' acquisition available to 21st Century biodiversity and ecosystems research. Because these specimens provide a visible and tangible window into our oceans' enchanting biodiversity, this project will involve STEM educators and student educators in the digitization effort, so that they will be able to reflect their science experiences directly back to the classroom. The public will be involved virtually, by contributing transcription of specimen label data. &lt;br/&gt;&lt;br/&gt;Digitization of alcohol-preserved marine specimens has never been carried out on this scale. A major challenge lies in the location of the data: written, typed, or printed on labels in the jars with the specimens. In many cases, that will require opening the jar, extracting the label, and either transcribing it directly or photographing it for later transcription - for hundreds of thousands of jars. The immediate participants in this program will digitize most or all of the marine invertebrate collections at nineteen institutions across the country, more than doubling the number of digital records for marine invertebrates in the U.S. All data will be publicly available through existing data portals, including iDigBio.org, using standardized data formats, thereby dramatically enhancing the accessibility of biodiversity data for comprehensive, systems-based analysis of ocean ecosystems.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
